resource_id,resource_type,key,item_qualifier,source,source_language,format_tokens,formatted,markup,en_markup,screen_hint,source_kind,en,en_status,reviewer,notes
0x7f130118,string,error_like_dialog_user_follow_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress. Please wait until it is finished.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130119,string,error_like_dialog_user_follow_not_found,,ユーザー情報が見つかりません。,ja,,,,,error,resource,User information not found.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13011a,string,error_like_dialog_user_follow_too_many_requests,,ユーザーのフォローに失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to follow the user. Please wait a while and try again.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13011b,string,error_like_history_detail_fetch_first_page_general,,取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13011c,string,error_like_history_detail_fetch_first_page_internal_server_error,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to retrieve.\nPlease wait a while and try again.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13011d,string,error_like_history_detail_fetch_first_page_invalid_parameter,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to load.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13011e,string,error_like_history_detail_fetch_first_page_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress.\nPlease wait until it is finished.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13011f,string,error_like_history_detail_fetch_first_page_unauthorized,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to load.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130120,string,error_like_history_detail_fetch_next_page_general,,取得に失敗しました。,ja,,,,,error,resource,Failed to load.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130121,string,error_like_history_detail_fetch_next_page_internal_server_error,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to load.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130122,string,error_like_history_detail_fetch_next_page_invalid_parameter,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to load.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130123,string,error_like_history_detail_fetch_next_page_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress.\nPlease wait until it is finished.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130124,string,error_like_history_detail_fetch_next_page_unauthorized,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to load.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130125,string,error_like_history_detail_unregister_like_general,,「いいね！」の解除に失敗しました。,ja,,,,,error,resource,Failed to remove the like.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130126,string,error_like_history_detail_unregister_like_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress.\nPlease wait until it is finished.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130127,string,error_login_login_general,,ログインに失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Login failed.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130128,string,error_login_login_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress.\nPlease wait until it is finished.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130129,string,error_login_store_authorization_general,,ログインに失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Login failed.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13012a,string,error_mail_address_register_make_account_screen_source_need_login,,アカウント情報を取得できませんでした。ネットワーク接続をご確認下さい。,ja,,,,,error,resource,Could not retrieve your account information. Please check your network connection.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13012b,string,error_message_authentication_expired,,Sign in to use this app,en,,,,,error,resource,Sign in to use this app,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f13012c,string,error_message_bad_value,,Incorrect input data,en,,,,,error,resource,Incorrect input data,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f13012d,string,error_message_concurrent_stream_limit,,Listening on too many devices,en,,,,,error,resource,Listening on too many devices,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f13012e,string,error_message_content_already_playing,,Already playing that content,en,,,,,error,resource,Already playing that content,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f13012f,string,error_message_disconnected,,Disconnected from media app,en,,,,,error,resource,Disconnected from media app,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130130,string,error_message_end_of_playlist,,Nothing else is queued up,en,,,,,error,resource,Nothing else is queued up,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130131,string,error_message_fallback,,Something’s wrong. Try later.,en,,,,,error,resource,Something’s wrong. Try later.,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130132,string,error_message_info_cancelled,,Couldn’t finish. Try again.,en,,,,,error,resource,Couldn’t finish. Try again.,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130133,string,error_message_invalid_state,,Can’t do that right now,en,,,,,error,resource,Can’t do that right now,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130134,string,error_message_io,,Input/output error,en,,,,,error,resource,Input/output error,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130135,string,error_message_not_available_in_region,,Can’t get that content here,en,,,,,error,resource,Can’t get that content here,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130136,string,error_message_not_supported,,This app can’t do that,en,,,,,error,resource,This app can’t do that,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130137,string,error_message_parental_control_restricted,,That content is blocked,en,,,,,error,resource,That content is blocked,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130138,string,error_message_permission_denied,,Access denied,en,,,,,error,resource,Access denied,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f130139,string,error_message_premium_account_required,,Premium access required,en,,,,,error,resource,Premium access required,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f13013a,string,error_message_setup_required,,Setup required,en,,,,,error,resource,Setup required,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f13013b,string,error_message_skip_limit_reached,,Can’t skip any more tracks,en,,,,,error,resource,Can’t skip any more tracks,source_verified,source passthrough + deterministic QA,User-visible static UI; error message
0x7f13013c,string,error_muted_owner_list_fetch_muted_owner_list_general,,読み込みに失敗しました。,ja,,,,,error,resource,Failed to load.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13013d,string,error_muted_owner_list_fetch_muted_owner_list_internal_server_error,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to load.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13013e,string,error_muted_owner_list_fetch_muted_owner_list_invalid_parameter,,ユーザー情報の取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve user information.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13013f,string,error_muted_owner_list_fetch_muted_owner_list_maintenance,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to load.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130140,string,error_muted_owner_list_fetch_muted_owner_list_unauthorized,,ユーザー情報の取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve user information.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130141,string,error_mv_medley_fetch_comment_general,,コメントの取得に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to load comments. Please try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130142,string,error_mv_medley_fetch_comment_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress. Please wait until it is finished.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130143,string,error_mv_medley_fetch_general,,コンテンツの取得に失敗しました。\n通信状況をご確認ください。,ja,,,,,error,resource,Failed to load content.\nPlease check your network connection.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130144,string,error_mylist_detail_create_locallist_create_limit_exceeded,,登録数が上限に達しています。,ja,,,,,error,resource,You have reached the maximum number of items.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130145,string,error_mylist_detail_create_locallist_general,,更新に失敗しました。,ja,,,,,error,resource,Failed to update.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130146,string,error_mylist_detail_fetch_mylist_items_forbidden,,動画の取得に失敗しました。,ja,,,,,error,resource,Failed to load videos.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130147,string,error_mylist_detail_fetch_mylist_items_general,,動画の取得に失敗しました。,ja,,,,,error,resource,Failed to load videos.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130148,string,error_mylist_detail_fetch_mylist_items_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to communicate with the server. Please try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130149,string,error_mylist_detail_fetch_mylist_items_invalid_parameter,,動画の取得に失敗しました。,ja,,,,,error,resource,Failed to load videos.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13014a,string,error_mylist_detail_fetch_mylist_items_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress.\nPlease wait until it is finished.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13014b,string,error_mylist_detail_fetch_mylist_items_not_found,,動画の取得に失敗しました。,ja,,,,,error,resource,Failed to load videos.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13014c,string,error_mylist_detail_fetch_mylist_items_unauthorized,,動画の取得に失敗しました。,ja,,,,,error,resource,Failed to load videos.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13014d,string,error_mylist_detail_fetch_mylist_items_unknown,,動画の取得に失敗しました。,ja,,,,,error,resource,Failed to load videos.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13014e,string,error_mylist_detail_fetch_public_mylist_forbidden,,マイリストの取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13014f,string,error_mylist_detail_fetch_public_mylist_general,,マイリストの取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130150,string,error_mylist_detail_fetch_public_mylist_internal_server_error,,サーバーとの通信に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to communicate with the server.\nPlease try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130151,string,error_mylist_detail_fetch_public_mylist_invalid_parameter,,マイリストの取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130152,string,error_mylist_detail_fetch_public_mylist_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress.\nPlease wait until it is complete.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130153,string,error_mylist_detail_fetch_public_mylist_not_found,,マイリストの取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130154,string,error_mylist_detail_fetch_public_mylist_unauthorized,,マイリストの取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130155,string,error_mylist_detail_fetch_public_mylist_unknown,,マイリストの取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130156,string,error_mylist_detail_follow_mylist_following_limit_exceeded_premium,,フォロー数が上限に達しています。,ja,,,,,error,resource,You have reached the follow limit.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130157,string,error_mylist_detail_follow_mylist_forbidden,,フォローに失敗しました。,ja,,,,,error,resource,Failed to follow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130158,string,error_mylist_detail_follow_mylist_general,,フォローに失敗しました。,ja,,,,,error,resource,Failed to follow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130159,string,error_mylist_detail_follow_mylist_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to communicate with the server. Please try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13015a,string,error_mylist_detail_follow_mylist_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress.\nPlease wait until it is complete.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13015b,string,error_mylist_detail_follow_mylist_not_found,,フォローに失敗しました。,ja,,,,,error,resource,Failed to follow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13015c,string,error_mylist_detail_follow_mylist_unauthorized,,フォローに失敗しました。,ja,,,,,error,resource,Failed to follow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13015d,string,error_mylist_detail_follow_mylist_unknown,,フォローに失敗しました。,ja,,,,,error,resource,Failed to follow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13015e,string,error_mylist_detail_unfollow_mylist_forbidden,,フォロー解除に失敗しました。,ja,,,,,error,resource,Failed to unfollow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13015f,string,error_mylist_detail_unfollow_mylist_general,,フォロー解除に失敗しました。,ja,,,,,error,resource,Failed to unfollow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130160,string,error_mylist_detail_unfollow_mylist_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to communicate with the server. Please try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130161,string,error_mylist_detail_unfollow_mylist_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress.\nPlease wait until it is complete.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130162,string,error_mylist_detail_unfollow_mylist_not_found,,フォロー解除に失敗しました。,ja,,,,,error,resource,Failed to unfollow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130163,string,error_mylist_detail_unfollow_mylist_unauthorized,,フォロー解除に失敗しました。,ja,,,,,error,resource,Failed to unfollow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130164,string,error_mylist_detail_unfollow_mylist_unknown,,フォロー解除に失敗しました。,ja,,,,,error,resource,Failed to unfollow the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130165,string,error_past_feature_fetch_past_feature_list_general,,特集の取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve the feature.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130166,string,error_play_history_detail_delete_all_general,,再生履歴の削除に失敗しました。,ja,,,,,error,resource,Failed to delete play history.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130167,string,error_play_history_detail_delete_general,,再生履歴の削除に失敗しました。,ja,,,,,error,resource,Failed to delete play history.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130168,string,error_play_history_detail_fetch_play_history_general,,再生履歴の取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve play history.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130169,string,error_play_history_detail_fetch_play_history_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Failed to communicate with the server. Please try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13016a,string,error_play_history_detail_fetch_play_history_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,Maintenance is currently in progress. Please wait until it is complete.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13016b,string,error_play_history_detail_update_play_history_settings_general,,動画紹介の表示切り替えに失敗しました。,ja,,,,,error,resource,Failed to change the display setting for video introductions.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13016c,string,error_playlist_choice_add_media_cache_need_login,,キャッシュ設定に失敗しました。ログイン状態をご確認の上お試しください。,ja,,,,,error,resource,Failed to configure caching. Please check that you are logged in and try again.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13016d,string,error_playlist_choice_copy_playlist_item_create_limit_exceeded_premium,,登録数が上限に達しています。,ja,,,,,error,resource,You have reached the registration limit.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13016e,string,error_playlist_choice_copy_playlist_item_forbidden,,コピーに失敗しました。,ja,,,,,error,resource,Copy failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13016f,string,error_playlist_choice_copy_playlist_item_general,,コピーに失敗しました。,ja,,,,,error,resource,Copy failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130170,string,error_playlist_choice_copy_playlist_item_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Communication with the server failed. Please try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130171,string,error_playlist_choice_copy_playlist_item_invalid_parameter,,コピーに失敗しました。,ja,,,,,error,resource,Copy failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130172,string,error_playlist_choice_copy_playlist_item_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,The service is currently undergoing maintenance. Please wait until it is complete.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130173,string,error_playlist_choice_copy_playlist_item_not_found,,コピーに失敗しました。,ja,,,,,error,resource,Copy failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130174,string,error_playlist_choice_copy_playlist_item_storage_create_limit_exceeded,,登録数が上限に達しています。,ja,,,,,error,resource,You have reached the registration limit.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130175,string,error_playlist_choice_copy_playlist_item_unauthorized,,コピーに失敗しました。,ja,,,,,error,resource,Copy failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130176,string,error_playlist_choice_delete_media_cache_need_login,,キャッシュ削除に失敗しました。\nログイン状態をご確認の上お試しください。,ja,,,,,error,resource,Failed to delete the cache.\nPlease check your login status and try again.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130177,string,error_playlist_choice_fetch_playlist_general,,プレイリスト一覧の取得に失敗しました。,ja,,,,,error,resource,Failed to retrieve the playlist list.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130178,string,error_playlist_choice_move_playlist_item_create_limit_exceeded_premium,,登録数が上限に達しています。,ja,,,,,error,resource,You have reached the registration limit.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130179,string,error_playlist_choice_move_playlist_item_forbidden,,移動に失敗しました。,ja,,,,,error,resource,Move failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13017a,string,error_playlist_choice_move_playlist_item_general,,移動に失敗しました。,ja,,,,,error,resource,Move failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13017b,string,error_playlist_choice_move_playlist_item_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Communication with the server failed. Please try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13017c,string,error_playlist_choice_move_playlist_item_invalid_parameter,,移動に失敗しました。,ja,,,,,error,resource,Move failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13017d,string,error_playlist_choice_move_playlist_item_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,The service is currently undergoing maintenance. Please wait until it is complete.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13017e,string,error_playlist_choice_move_playlist_item_not_found,,移動に失敗しました。,ja,,,,,error,resource,Move failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13017f,string,error_playlist_choice_move_playlist_item_storage_create_limit_exceeded,,登録数が上限に達しています。,ja,,,,,error,resource,You have reached the registration limit.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130180,string,error_playlist_choice_move_playlist_item_unauthorized,,移動に失敗しました。,ja,,,,,error,resource,Move failed.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130181,string,error_playlist_create_create_locallist_create_limit_exceeded,,登録数が上限に達しているため作成できません。,ja,,,,,error,resource,Cannot create it because you have reached the registration limit.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130182,string,error_playlist_create_create_locallist_general,,ローカルリストの作成に失敗しました。,ja,,,,,error,resource,Failed to create the local list.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130183,string,error_playlist_create_create_mylist_create_limit_exceeded_premium,,登録数が上限に達しています。,ja,,,,,error,resource,You have reached the registration limit.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130184,string,error_playlist_create_create_mylist_forbidden,,マイリストの作成に失敗しました,ja,,,,,error,resource,Failed to create the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130185,string,error_playlist_create_create_mylist_general,,マイリストの作成に失敗しました,ja,,,,,error,resource,Failed to create the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130186,string,error_playlist_create_create_mylist_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,Communication with the server failed. Please try again later.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130187,string,error_playlist_create_create_mylist_invalid_parameter,,マイリストの作成に失敗しました,ja,,,,,error,resource,Failed to create the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130188,string,error_playlist_create_create_mylist_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,The service is currently undergoing maintenance. Please wait until it is complete.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130189,string,error_playlist_create_create_mylist_not_found,,マイリストの作成に失敗しました,ja,,,,,error,resource,Failed to create the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13018a,string,error_playlist_create_create_mylist_unauthorized,,マイリストの作成に失敗しました,ja,,,,,error,resource,Failed to create the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13018b,string,error_playlist_create_create_mylist_unknown,,マイリストの作成に失敗しました,ja,,,,,error,resource,Failed to create the My List.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13018c,string,error_playlist_detail_add_media_cache_need_login,,キャッシュ設定に失敗しました。ログイン状態をご確認の上お試しください。,ja,,,,,error,resource,Failed to configure the cache. Please check your login status and try again.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13018d,string,error_playlist_detail_create_locallist_create_limit_exceeded,,登録数が上限に達しているため作成できません。,ja,,,,,error,resource,Cannot create it because you have reached the registration limit.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13018e,string,error_playlist_detail_create_locallist_general,,作成に失敗しました。,ja,,,,,error,resource,Failed to create.,machine_verified,GPT-5.6 Luna low + deterministic QA,Full static UI pass; translated and second-pass reviewed
