resource_id,resource_type,key,item_qualifier,source,source_language,format_tokens,formatted,markup,ko_markup,screen_hint,source_kind,ko,ko_status,reviewer,notes
0x7f1301c2,string,error_profile_edit_profile_edit_login_required,,ログインが必要です。,ja,,,,,error,resource,로그인이 필요합니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301c3,string,error_profile_edit_profile_edit_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다.\n종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301c4,string,error_profile_edit_profile_edit_network_error,,プロフィールの取得に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,프로필을 가져오지 못했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301c5,string,error_profile_edit_profile_edit_nickname_too_long,,ニックネームが長すぎます。16文字以内で設定してください。,ja,,,,,error,resource,닉네임이 너무 깁니다. 16자 이내로 설정해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301c6,string,error_profile_edit_profile_edit_nickname_too_short,,ニックネームが短すぎます。2文字以上で設定してください。,ja,,,,,error,resource,닉네임이 너무 짧습니다. 2자 이상으로 설정해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301c7,string,error_profile_edit_profile_edit_retry_later,,プロフィールの取得に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,프로필을 가져오지 못했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301c8,string,error_profile_edit_profile_edit_too_many_icon_update,,アイコンの更新に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,아이콘 업데이트에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301c9,string,error_projectsekai_fetch_wakutkool_blocked_user,,取得に失敗しました。,ja,,,,,error,resource,가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301ca,string,error_projectsekai_fetch_wakutkool_general,,取得に失敗しました。\n時間を置いて再度お試しください。,ja,,,,,error,resource,가져오지 못했습니다.\n잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301cb,string,error_projectsekai_fetch_wakutkool_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다.\n종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301cc,string,error_push_notification_setting_update_topic_status_busy,,通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,통신에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301cd,string,error_push_notification_setting_update_topic_status_gateway_timeout,,通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,통신에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301ce,string,error_push_notification_setting_update_topic_status_general,,通信に失敗しました。,ja,,,,,error,resource,통신에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301cf,string,error_push_notification_setting_update_topic_status_internal_server_error,,サーバーとの通信に失敗しました。,ja,,,,,error,resource,서버와의 통신에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d0,string,error_push_notification_setting_update_topic_status_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다. 종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d1,string,error_push_notification_setting_update_topic_status_too_many_requests,,通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,통신에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d2,string,error_ranking_fetch_ranking_content_empty,,表示するコンテンツがありません。,ja,,,,,error,resource,표시할 콘텐츠가 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d3,string,error_ranking_fetch_ranking_general,,ランキングの取得に失敗しました。,ja,,,,,error,resource,랭킹을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d4,string,error_ranking_fetch_ranking_internal_server_error,,ランキングの取得に失敗しました。,ja,,,,,error,resource,랭킹을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d5,string,error_ranking_fetch_ranking_invalid_parameter,,ランキングの取得に失敗しました。,ja,,,,,error,resource,랭킹을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d6,string,error_ranking_fetch_ranking_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다.\n종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d7,string,error_ranking_fetch_ranking_not_found,,ランキングの取得に失敗しました。,ja,,,,,error,resource,랭킹을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d8,string,error_ranking_fetch_ranking_setting_general,,ランキングの取得に失敗しました。,ja,,,,,error,resource,랭킹을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301d9,string,error_ranking_fetch_ranking_setting_internal_server_error,,ランキングの取得に失敗しました。,ja,,,,,error,resource,랭킹을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301da,string,error_ranking_fetch_ranking_setting_maintenance,,ランキングの取得に失敗しました。,ja,,,,,error,resource,랭킹을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301db,string,error_ranking_fetch_ranking_unknown,,ランキングの取得に失敗しました。,ja,,,,,error,resource,랭킹을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301dc,string,error_search_result_fetch_search_result_content_empty,,一致する結果が見つかりませんでした,ja,,,,,error,resource,일치하는 결과를 찾을 수 없습니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301dd,string,error_search_result_fetch_search_result_general,,検索結果の取得に失敗しました。,ja,,,,,error,resource,검색 결과를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301de,string,error_search_result_fetch_search_result_internal_server_error,,検索結果の取得に失敗しました。,ja,,,,,error,resource,검색 결과를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301df,string,error_search_result_fetch_search_result_invalid_parameter,,検索結果の取得に失敗しました。,ja,,,,,error,resource,검색 결과를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e0,string,error_search_top_fetch_popular_tag_content_empty,,表示するタグがありません。,ja,,,,,error,resource,표시할 태그가 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e1,string,error_search_top_fetch_popular_tag_general,,タグの取得に失敗しました。,ja,,,,,error,resource,태그를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e2,string,error_setting_logout_general,,ログアウトできませんでした。,ja,,,,,error,resource,로그아웃하지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e3,string,error_setting_update_player_control_setting_general,,設定の更新に失敗しました。,ja,,,,,error,resource,설정을 업데이트하지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e4,string,error_smartlist_detail_copy_as_locallist_general,,コピーに失敗しました。,ja,,,,,error,resource,복사에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e5,string,error_smartlist_detail_copy_as_locallist_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,서버와의 통신에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e6,string,error_smartlist_detail_fetch_first_page_general,,プレイリストの取得に失敗しました。,ja,,,,,error,resource,플레이리스트를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e7,string,error_smartlist_detail_fetch_first_page_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,서버와의 통신에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e8,string,error_smartlist_detail_fetch_next_page_general,,プレイリストの取得に失敗しました。,ja,,,,,error,resource,플레이리스트를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301e9,string,error_smartlist_detail_fetch_next_page_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,서버와의 통신에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301ea,string,error_startup_create_guest_account_bad_connection,,アカウントの作成に失敗しました。\n通信状態をお確かめの上、再度お試しください。,ja,,,,,error,resource,계정을 만들지 못했습니다.\n통신 상태를 확인한 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301eb,string,error_startup_create_guest_account_forbbiden,,アカウントの作成に失敗しました。,ja,,,,,error,resource,계정을 만들지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301ec,string,error_startup_create_guest_account_general,,アカウントの作成に失敗しました。,ja,,,,,error,resource,계정을 만들지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301ed,string,error_startup_create_guest_account_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다.\n종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301ee,string,error_startup_create_guest_account_server_error,,アカウントの作成に失敗しました。,ja,,,,,error,resource,계정을 만들지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301ef,string,error_startup_create_guest_account_signature_expired,,アカウントの作成に失敗しました。,ja,,,,,error,resource,계정을 만들지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f0,string,error_startup_create_guest_account_timeout,,アカウントの作成に失敗しました。,ja,,,,,error,resource,계정을 만들지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f1,string,error_startup_delete_legacy_media_cache_general,,メディアキャッシュの削除に失敗しました。\nログイン後ヘルプの「サポートへ問い合わせる」からお問い合わせください。,ja,,,,,error,resource,미디어 캐시를 삭제하지 못했습니다.\n로그인 후 도움말의 '지원팀에 문의'에서 문의해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f2,string,error_startup_migrate_locallist_general,,ローカルリストの同期に失敗しました。\nログイン後ヘルプの「サポートへ問い合わせる」からお問い合わせください。,ja,,,,,error,resource,로컬 리스트 동기화에 실패했습니다.\n로그인 후 도움말의 '지원팀에 문의'에서 문의해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f3,string,error_startup_store_authorization_general,,ログインに失敗しました。,ja,,,,,error,resource,로그인에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f4,string,error_user_public_mylist_list_fetch_public_mylist_list_general,,マイリストの取得に失敗しました。,ja,,,,,error,resource,마이리스트를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f5,string,error_user_public_mylist_list_fetch_public_mylist_list_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다. 종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f6,string,error_user_top_fetch_all_artworks_forbidden,,動画の取得に失敗しました。,ja,,,,,error,resource,동영상을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f7,string,error_user_top_fetch_all_artworks_general,,動画の取得に失敗しました。,ja,,,,,error,resource,동영상을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f8,string,error_user_top_fetch_all_artworks_internal_server_error,,動画の取得に失敗しました。,ja,,,,,error,resource,동영상을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301f9,string,error_user_top_fetch_all_artworks_invalid_parameter,,動画の取得に失敗しました。,ja,,,,,error,resource,동영상을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301fa,string,error_user_top_fetch_all_artworks_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다.\n종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301fb,string,error_user_top_fetch_all_artworks_not_found,,動画の取得に失敗しました。,ja,,,,,error,resource,동영상을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301fc,string,error_user_top_fetch_public_mylist_forbidden,,マイリストの取得に失敗しました。,ja,,,,,error,resource,마이리스트를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301fd,string,error_user_top_fetch_public_mylist_general,,マイリストの取得に失敗しました。,ja,,,,,error,resource,마이리스트를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301fe,string,error_user_top_fetch_public_mylist_internal_server_error,,マイリストの取得に失敗しました。,ja,,,,,error,resource,마이리스트를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f1301ff,string,error_user_top_fetch_public_mylist_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다.\n종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130200,string,error_user_top_fetch_public_mylist_not_found,,マイリストの取得に失敗しました。,ja,,,,,error,resource,마이리스트를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130201,string,error_user_top_fetch_user_detail_forbidden,,ユーザー情報の取得に失敗しました。,ja,,,,,error,resource,사용자 정보를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130202,string,error_user_top_fetch_user_detail_general,,ユーザー情報の取得に失敗しました。,ja,,,,,error,resource,사용자 정보를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130203,string,error_user_top_fetch_user_detail_internal_server_error,,ユーザー情報の取得に失敗しました。,ja,,,,,error,resource,사용자 정보를 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130204,string,error_user_top_fetch_user_detail_maintenance,,ただいまメンテナンス中です。\n終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다.\n종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130205,string,error_user_top_fetch_user_detail_not_found,,ユーザー情報が見つかりません。,ja,,,,,error,resource,사용자 정보를 찾을 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130206,string,error_user_video_list_fetch_user_video_list_general,,動画の取得に失敗しました。,ja,,,,,error,resource,동영상을 가져오지 못했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130207,string,error_user_video_list_fetch_user_video_list_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다. 종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130208,string,error_vocatansaku_fetch_gateway_timeout,,接続がタイムアウトしました。ネットワーク環境を確認の上、時間を置いて再度お試しください。,ja,,,,,error,resource,연결 시간이 초과되었습니다. 네트워크 환경을 확인한 후 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130209,string,error_vocatansaku_fetch_general,,コンテンツの取得に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,콘텐츠를 가져오지 못했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13020a,string,error_vocatansaku_fetch_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,서버와의 통신에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13020b,string,error_vocatansaku_fetch_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다. 종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13020c,string,error_watch_build_player_administrator_delete_video,,この動画は管理者により削除されたため視聴できません。,ja,,,,,error,resource,이 동영상은 관리자에 의해 삭제되어 시청할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13020d,string,error_watch_build_player_adult_video,,この動画はボカコレでは再生できません。,ja,,,,,error,resource,이 동영상은 보카코레에서 재생할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13020e,string,error_watch_build_player_channel_member_only,,この動画はチャンネル会員限定動画のため再生できません。,ja,,,,,error,resource,이 동영상은 채널 회원 전용 동영상이므로 재생할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13020f,string,error_watch_build_player_community_member_only,,この動画はコミュニティをフォローすると視聴できるようになります。,ja,,,,,error,resource,이 동영상은 커뮤니티를 팔로우하면 시청할 수 있습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130210,string,error_watch_build_player_deleted_channel_video,,この動画は管理者により削除されたため視聴できません。,ja,,,,,error,resource,이 동영상은 관리자에 의해 삭제되어 시청할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130211,string,error_watch_build_player_deleted_community_video,,この動画は非公開に設定されているため視聴できません。,ja,,,,,error,resource,이 동영상은 비공개로 설정되어 시청할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130212,string,error_watch_build_player_deleted_video,,この動画は存在しないか、削除された可能性があります,ja,,,,,error,resource,이 동영상은 존재하지 않거나 삭제되었을 수 있습니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130213,string,error_watch_build_player_disapproval,,この動画はボカコレでは再生できません。,ja,,,,,error,resource,이 동영상은 보카코레에서 재생할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130214,string,error_watch_build_player_domestic_video,,この動画はお住まいの地域では視聴できません。,ja,,,,,error,resource,이 동영상은 거주 지역에서 시청할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130215,string,error_watch_build_player_force_redirect,,この動画は現在視聴できません。,ja,,,,,error,resource,이 동영상은 현재 시청할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130216,string,error_watch_build_player_general,,動画の再生に失敗しました。,ja,,,,,error,resource,동영상 재생에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130217,string,error_watch_build_player_harmful_video,,この動画にはセンシティブな内容が含まれているため、一部の視聴者に適さない可能性があります。,ja,,,,,error,resource,이 동영상에는 민감한 내용이 포함되어 있어 일부 시청자에게 적합하지 않을 수 있습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130218,string,error_watch_build_player_hidden_video,,この動画は非公開に設定されているため視聴できません,ja,,,,,error,resource,이 동영상은 비공개로 설정되어 시청할 수 없습니다,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130219,string,error_watch_build_player_high_risk_country_video,,この動画はお住まいの地域では視聴できません。,ja,,,,,error,resource,이 동영상은 거주 지역에서 시청할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13021a,string,error_watch_build_player_internal_server_error,,サーバーとの通信に失敗しました。時間を置いて再度お試しください。,ja,,,,,error,resource,서버와의 통신에 실패했습니다. 잠시 후 다시 시도해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13021b,string,error_watch_build_player_invalid_parameter,,動画の再生に失敗しました。,ja,,,,,error,resource,동영상 재생에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13021c,string,error_watch_build_player_maintenance,,ただいまメンテナンス中です。終了までお待ちください。,ja,,,,,error,resource,현재 점검 중입니다. 종료될 때까지 기다려 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13021d,string,error_watch_build_player_not_allow_streaming_player,,この動画を再生するには、wifiに接続するか、モバイル回線を使用可能にしてください。,ja,,,,,error,resource,이 동영상을 재생하려면 Wi-Fi에 연결하거나 모바일 회선을 사용할 수 있도록 설정해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13021e,string,error_watch_build_player_not_allowed,,この動画はお使いの環境では再生できません。,ja,,,,,error,resource,이 동영상은 사용 중인 환경에서 재생할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13021f,string,error_watch_build_player_not_found,,この動画は存在しないか、削除された可能性があります。,ja,,,,,error,resource,이 동영상은 존재하지 않거나 삭제되었을 수 있습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130220,string,error_watch_build_player_offline,,オフラインのため動画の再生に失敗しました。,ja,,,,,error,resource,오프라인 상태라 동영상 재생에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130221,string,error_watch_build_player_only_hls,,この動画はボカコレでは視聴できません。,ja,,,,,error,resource,이 동영상은 보카코레에서 시청할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130222,string,error_watch_build_player_ppv_or_channel_member_video,,この動画は有料のため再生できません。,ja,,,,,error,resource,이 동영상은 유료이므로 재생할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130223,string,error_watch_build_player_ppv_video,,この動画は有料のため再生できません。,ja,,,,,error,resource,이 동영상은 유료이므로 재생할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130224,string,error_watch_build_player_right_holder_delete_video,,この動画は権利者の申し立てにより削除されたため視聴できません。,ja,,,,,error,resource,이 동영상은 권리자의 이의 제기로 삭제되어 시청할 수 없습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130225,string,error_watch_build_player_serial_video,,この動画の視聴にはシリアルコードでの認証が必要です。\nブラウザ版ニコニコ動画から認証をしてください。\n過去に購入したことがある場合は、現在お使いのアカウントが購入時と同じであるかご確認ください。,ja,,,,,error,resource,"이 동영상을 시청하려면 시리얼 코드 인증이 필요합니다.\n브라우저판 니코니코 동영상에서 인증해 주세요.\n과거에 구매한 적이 있는 경우, 현재 사용 중인 계정이 구매 당시와 동일한지 확인해 주세요.",machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130226,string,error_watch_build_player_simultaneous_limited_video,,一つのアカウントから複数端末での同時視聴はできません。他の端末での視聴を終了して、しばらく時間をあけてから視聴してください。,ja,,,,,error,resource,하나의 계정으로 여러 기기에서 동시에 시청할 수 없습니다. 다른 기기에서 시청을 종료하고 잠시 후 시청해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130227,string,error_watch_build_player_smile,,動画の再生に失敗しました。,ja,,,,,error,resource,동영상 재생에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130228,string,error_watch_build_player_too_many_requests,,動画の再生に失敗しました。,ja,,,,,error,resource,동영상 재생에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f130229,string,error_watch_build_player_unauthorized,,動画の再生に失敗しました。,ja,,,,,error,resource,동영상 재생에 실패했습니다.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
0x7f13022a,string,error_watch_build_player_unknown,,動画の再生に失敗しました。※このエラーが繰り返し表示される場合は、この画面のスクリーンショットを添付のうえ、お問い合わせください。,ja,,,,,error,resource,동영상 재생에 실패했습니다. ※이 오류가 반복해서 표시되면 이 화면의 스크린샷을 첨부하여 문의해 주세요.,machine_verified,GPT-5.5 + deterministic QA,Full static UI pass; translated and second-pass reviewed
